1783499626.083799 server started (988184): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1783499626.083836 on Linux 6.18.35.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Wed Jun 17 23:14:00 UTC 2026
1783499626.083849 using libevent 2.1.12-stable poll
1783499626.083852 using ncurses 6.4 20240113
1783499626.099111 args_parse_flags: -n
1783499626.099113 args_parse_flags: next WheelUpStatus
1783499626.099114 args_parse: flags end at 2 of 4
1783499626.099116 args_parse: 2 = WheelUpStatus (type STRING)
1783499626.099118 args_parse: 3 = previous-window (type COMMANDS)
1783499626.099123 cmd_parse_build_commands: bind-key -n WheelUpStatus { previous-window }
1783499626.099126 cmdq_get_command: [bind-key/0x58e4724e8f50] group 942
1783499626.099128 cmdq_append <global>: [bind-key/0x58e4724e8f50]
1783499626.099131 yylex_token: end at WS
1783499626.099132 yylex_token: bind
1783499626.099134 yylex_token: end at WS
1783499626.099135 yylex_token: -n
1783499626.099137 yylex_token: end at WS
1783499626.099139 yylex_token: MouseDown3StatusLeft
1783499626.099140 yylex_token: end at WS
1783499626.099142 yylex_token: display-menu
1783499626.099144 yylex_token: end at WS
1783499626.099145 yylex_token: -t=
1783499626.099147 yylex_token: end at WS
1783499626.099148 yylex_token: -xM
1783499626.099149 yylex_token: end at WS
1783499626.099151 yylex_token: -yW
1783499626.099152 yylex_token: end at WS
1783499626.099153 yylex_token: -T
1783499626.099156 yylex_token: end at WS
1783499626.099157 yylex_token: #[align=centre]#{session_name}
1783499626.099159 yylex_token: end at WS
1783499626.099160 yylex_token: Next
1783499626.099162 yylex_token: end at WS
1783499626.099163 yylex_token: n
1783499626.099165 yylex_token: end at WS
1783499626.099166 yylex_token: switch-client
1783499626.099168 yylex_token: end at }
1783499626.099169 yylex_token: -n
1783499626.099171 yylex_token: end at WS
1783499626.099173 yylex_token: Previous
1783499626.099174 yylex_token: end at WS
1783499626.099176 yylex_token: p
1783499626.099178 yylex_token: end at WS
1783499626.099179 yylex_token: switch-client
1783499626.099181 yylex_token: end at }
1783499626.099182 yylex_token: -p
1783499626.099184 yylex_token: end at WS
1783499626.099185 yylex_token: 
1783499626.099186 yylex_token: end at WS
1783499626.099188 yylex_token: Renumber
1783499626.099189 yylex_token: end at WS
1783499626.099191 yylex_token: N
1783499626.099192 yylex_token: end at WS
1783499626.099194 yylex_token: move-window
1783499626.099196 yylex_token: end at }
1783499626.099197 yylex_token: -r
1783499626.099199 yylex_token: end at WS
1783499626.099200 yylex_token: Rename
1783499626.099206 yylex_token: end at WS
1783499626.099208 yylex_token: n
1783499626.099210 yylex_token: end at WS
1783499626.099211 yylex_token: command-prompt
1783499626.099213 yylex_token: end at WS
1783499626.099214 yylex_token: -I
1783499626.099215 yylex_token: end at WS
1783499626.099217 yylex_token: #S
1783499626.099218 yylex_token: end at WS
1783499626.099220 yylex_token: rename-session
1783499626.099222 yylex_token: end at WS
1783499626.099223 yylex_token: --
1783499626.099224 yylex_token: end at }
1783499626.099225 yylex_token: %%
1783499626.099228 yylex_token: end at WS
1783499626.099229 yylex_token: 
1783499626.099231 yylex_token: end at WS
1783499626.099232 yylex_token: New Session
1783499626.099234 yylex_token: end at WS
1783499626.099235 yylex_token: s
1783499626.099237 yylex_token: end at }
1783499626.099238 yylex_token: new-session
1783499626.099240 yylex_token: end at WS
1783499626.099241 yylex_token: New Window
1783499626.099243 yylex_token: end at WS
1783499626.099244 yylex_token: w
1783499626.099246 yylex_token: end at }
1783499626.099247 yylex_token: new-window
1783499626.099250 cmd_parse_build_commands 0:0: bind
1783499626.099252 cmd_parse_build_commands 0:1: -n
1783499626.099254 cmd_parse_build_commands 0:2: MouseDown3StatusLeft
1783499626.099256 cmd_parse_build_commands 0:3 0:0: display-menu
1783499626.099258 cmd_parse_build_commands 0:3 0:1: -t=
1783499626.099260 cmd_parse_build_commands 0:3 0:2: -xM
1783499626.099262 cmd_parse_build_commands 0:3 0:3: -yW
1783499626.099263 cmd_parse_build_commands 0:3 0:4: -T
1783499626.099266 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{session_name}
1783499626.099267 cmd_parse_build_commands 0:3 0:6: Next
1783499626.099269 cmd_parse_build_commands 0:3 0:7: n
1783499626.099271 cmd_parse_build_commands 0:3 0:8 0:0: switch-client
1783499626.099273 cmd_parse_build_commands 0:3 0:8 0:1: -n
1783499626.099275 cmd_parse_build_commands 0:3 0:9: Previous
1783499626.099277 cmd_parse_build_commands 0:3 0:10: p
1783499626.099279 cmd_parse_build_commands 0:3 0:11 0:0: switch-client
1783499626.099281 cmd_parse_build_commands 0:3 0:11 0:1: -p
1783499626.099282 cmd_parse_build_commands 0:3 0:12: 
1783499626.099284 cmd_parse_build_commands 0:3 0:13: Renumber
1783499626.099286 cmd_parse_build_commands 0:3 0:14: N
1783499626.099288 cmd_parse_build_commands 0:3 0:15 0:0: move-window
1783499626.099290 cmd_parse_build_commands 0:3 0:15 0:1: -r
1783499626.099291 cmd_parse_build_commands 0:3 0:16: Rename
1783499626.099293 cmd_parse_build_commands 0:3 0:17: n
1783499626.099295 cmd_parse_build_commands 0:3 0:18 0:0: command-prompt
1783499626.099297 cmd_parse_build_commands 0:3 0:18 0:1: -I
1783499626.099298 cmd_parse_build_commands 0:3 0:18 0:2: #S
1783499626.099301 cmd_parse_build_commands 0:3 0:18 0:3 0:0: rename-session
1783499626.099303 cmd_parse_build_commands 0:3 0:18 0:3 0:1: --
1783499626.099304 cmd_parse_build_commands 0:3 0:18 0:3 0:2: %%
1783499626.099306 cmd_parse_build_commands 0:3 0:19: 
1783499626.099308 cmd_parse_build_commands 0:3 0:20: New Session
1783499626.099309 cmd_parse_build_commands 0:3 0:21: s
1783499626.099311 cmd_parse_build_commands 0:3 0:22 0:0: new-session
1783499626.099313 cmd_parse_build_commands 0:3 0:23: New Window
1783499626.099315 cmd_parse_build_commands 0:3 0:24: w
1783499626.099317 cmd_parse_build_commands 0:3 0:25 0:0: new-window
1783499626.099319 cmd_parse_build_commands 0:0: display-menu
1783499626.099321 cmd_parse_build_commands 0:1: -t=
1783499626.099330 cmd_parse_build_commands 0:2: -xM
1783499626.099336 cmd_parse_build_commands 0:3: -yW
1783499626.099337 cmd_parse_build_commands 0:4: -T
1783499626.099340 cmd_parse_build_commands 0:5: #[align=centre]#{session_name}
1783499626.099341 cmd_parse_build_commands 0:6: Next
1783499626.099343 cmd_parse_build_commands 0:7: n
1783499626.099345 cmd_parse_build_commands 0:8 0:0: switch-client
1783499626.099347 cmd_parse_build_commands 0:8 0:1: -n
1783499626.099349 cmd_parse_build_commands 0:9: Previous
1783499626.099350 cmd_parse_build_commands 0:10: p
1783499626.099352 cmd_parse_build_commands 0:11 0:0: switch-client
1783499626.099357 cmd_parse_build_commands 0:11 0:1: -p
1783499626.099359 cmd_parse_build_commands 0:12: 
1783499626.099361 cmd_parse_build_commands 0:13: Renumber
1783499626.099362 cmd_parse_build_commands 0:14: N
1783499626.099364 cmd_parse_build_commands 0:15 0:0: move-window
1783499626.099366 cmd_parse_build_commands 0:15 0:1: -r
1783499626.099368 cmd_parse_build_commands 0:16: Rename
1783499626.099369 cmd_parse_build_commands 0:17: n
1783499626.099371 cmd_parse_build_commands 0:18 0:0: command-prompt
1783499626.099373 cmd_parse_build_commands 0:18 0:1: -I
1783499626.099374 cmd_parse_build_commands 0:18 0:2: #S
1783499626.099376 cmd_parse_build_commands 0:18 0:3 0:0: rename-session
1783499626.099378 cmd_parse_build_commands 0:18 0:3 0:1: --
1783499626.099380 cmd_parse_build_commands 0:18 0:3 0:2: %%
1783499626.099382 cmd_parse_build_commands 0:19: 
1783499626.099383 cmd_parse_build_commands 0:20: New Session
1783499626.099385 cmd_parse_build_commands 0:21: s
1783499626.099391 cmd_parse_build_commands 0:22 0:0: new-session
1783499626.099396 cmd_parse_build_commands 0:23: New Window
1783499626.099397 cmd_parse_build_commands 0:24: w
1783499626.099399 cmd_parse_build_commands 0:25 0:0: new-window
1783499626.099404 cmd_parse_build_commands 0:0: switch-client
1783499626.099405 cmd_parse_build_commands 0:1: -n
1783499626.099410 args_parse_flags: next -n
1783499626.099412 args_parse_flags: -n
1783499626.099414 args_parse: flags end at 2 of 2
1783499626.099417 cmd_parse_build_commands: switch-client -n
1783499626.099419 cmd_parse_build_commands 0:0: switch-client
1783499626.099420 cmd_parse_build_commands 0:1: -p
1783499626.099424 args_parse_flags: next -p
1783499626.099425 args_parse_flags: -p
1783499626.099427 args_parse: flags end at 2 of 2
1783499626.099429 cmd_parse_build_commands: switch-client -p
1783499626.099432 cmd_parse_build_commands 0:0: move-window
1783499626.099433 cmd_parse_build_commands 0:1: -r
1783499626.099436 args_parse_flags: next -r
1783499626.099437 args_parse_flags: -r
1783499626.099439 args_parse: flags end at 2 of 2
1783499626.099441 cmd_parse_build_commands: move-window -r
1783499626.099444 cmd_parse_build_commands 0:0: command-prompt
1783499626.099445 cmd_parse_build_commands 0:1: -I
1783499626.099447 cmd_parse_build_commands 0:2: #S
1783499626.099449 cmd_parse_build_commands 0:3 0:0: rename-session
1783499626.099450 cmd_parse_build_commands 0:3 0:1: --
1783499626.099452 cmd_parse_build_commands 0:3 0:2: %%
1783499626.099454 cmd_parse_build_commands 0:0: rename-session
1783499626.099456 cmd_parse_build_commands 0:1: --
1783499626.099457 cmd_parse_build_commands 0:2: %%
1783499626.099460 args_parse_flags: next --
1783499626.099462 args_parse: flags end at 2 of 3
1783499626.099464 args_parse: 2 = %% (type STRING)
1783499626.099472 cmd_parse_build_commands: rename-session "%%"
1783499626.099477 args_parse_flags: next -I
1783499626.099479 args_parse_flag_argument: -I = #S
1783499626.099481 args_parse: flags end at 3 of 4
1783499626.099484 args_parse: 3 = rename-session "%%" (type COMMANDS)
1783499626.099489 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1783499626.099492 cmd_parse_build_commands 0:0: new-session
1783499626.099495 args_parse: flags end at 1 of 1
1783499626.099497 cmd_parse_build_commands: new-session
1783499626.099506 cmd_parse_build_commands 0:0: new-window
1783499626.099509 args_parse: flags end at 1 of 1
1783499626.099511 cmd_parse_build_commands: new-window
1783499626.099513 args_parse_flags: next -t=
1783499626.099515 args_parse_flag_argument: -t = =
1783499626.099516 args_parse_flags: next -xM
1783499626.099518 args_parse_flag_argument: -x = M
1783499626.099519 args_parse_flags: next -yW
1783499626.099521 args_parse_flag_argument: -y = W
1783499626.099522 args_parse_flags: next -T
1783499626.099525 args_parse_flag_argument: -T = #[align=centre]#{session_name}
1783499626.099526 args_parse_flags: next Next
1783499626.099528 args_parse: flags end at 6 of 26
1783499626.099530 args_parse: 6 = Next (type STRING)
1783499626.099532 args_parse: 7 = n (type STRING)
1783499626.099538 args_parse: 8 = switch-client -n (type COMMANDS)
1783499626.099540 args_parse: 9 = Previous (type STRING)
1783499626.099542 args_parse: 10 = p (type STRING)
1783499626.099545 args_parse: 11 = switch-client -p (type COMMANDS)
1783499626.099547 args_parse: 12 =  (type STRING)
1783499626.099549 args_parse: 13 = Renumber (type STRING)
1783499626.099551 args_parse: 14 = N (type STRING)
1783499626.099554 args_parse: 15 = move-window -r (type COMMANDS)
1783499626.099556 args_parse: 16 = Rename (type STRING)
1783499626.099558 args_parse: 17 = n (type STRING)
1783499626.099563 args_parse: 18 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1783499626.099565 args_parse: 19 =  (type STRING)
1783499626.099567 args_parse: 20 = New Session (type STRING)
1783499626.099569 args_parse: 21 = s (type STRING)
1783499626.099571 args_parse: 22 = new-session (type COMMANDS)
1783499626.099573 args_parse: 23 = New Window (type STRING)
1783499626.099575 args_parse: 24 = w (type STRING)
1783499626.099577 args_parse: 25 = new-window (type COMMANDS)
1783499626.099601 cmd_parse_build_commands: display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window }
1783499626.099603 args_parse_flags: next -n
1783499626.099605 args_parse_flags: -n
1783499626.099607 args_parse_flags: next MouseDown3StatusLeft
1783499626.099608 args_parse: flags end at 2 of 4
1783499626.099639 args_parse: 2 = MouseDown3StatusLeft (type STRING)
1783499626.099668 args_parse: 3 = display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } (type COMMANDS)
1783499626.099694 cmd_parse_build_commands: bind-key -n MouseDown3StatusLeft { display-menu -T "#[align=centre]#{session_name}" -t = -x M -y W Next n { switch-client -n } Previous p { switch-client -p } '' Renumber N { move-window -r } Rename n { command-prompt -I "#S" { rename-session "%%" } } '' "New Session" s { new-session } "New Window" w { new-window } }
1783499626.099702 cmdq_get_command: [bind-key/0x58e4724ed6e0] group 950
1783499626.099705 cmdq_append <global>: [bind-key/0x58e4724ed6e0]
1783499626.099711 yylex_token: end at WS
1783499626.099712 yylex_token: bind
1783499626.099714 yylex_token: end at WS
1783499626.099716 yylex_token: -n
1783499626.099718 yylex_token: end at WS
1783499626.099719 yylex_token: M-MouseDown3StatusLeft
1783499626.099721 yylex_token: end at WS
1783499626.099723 yylex_token: display-menu
1783499626.099724 yylex_token: end at WS
1783499626.099726 yylex_token: -t=
1783499626.099727 yylex_token: end at WS
1783499626.099729 yylex_token: -xM
1783499626.099730 yylex_token: end at WS
1783499626.099731 yylex_token: -yW
1783499626.099733 yylex_token: end at WS
1783499626.099734 yylex_token: -T
1783499626.099736 yylex_token: end at WS
1783499626.099738 yylex_token: #[align=centre]#{session_name}
1783499626.099740 yylex_token: end at WS
1783499626.099741 yylex_token: Next
1783499626.099742 yylex_token: end at WS
1783499626.099744 yylex_token: n
1783499626.099746 yylex_token: end at WS
1783499626.099747 yylex_token: switch-client
1783499626.099749 yylex_token: end at }
1783499626.099750 yylex_token: -n
1783499626.099752 yylex_token: end at WS
1783499626.099754 yylex_token: Previous
1783499626.099755 yylex_token: end at WS
1783499626.099756 yylex_token: p
1783499626.099758 yylex_token: end at WS
1783499626.099760 yylex_token: switch-client
1783499626.099761 yylex_token: end at }
1783499626.099762 yylex_token: -p
1783499626.099764 yylex_token: end at WS
1783499626.099765 yylex_token: 
1783499626.099767 yylex_token: end at WS
1783499626.099768 yylex_token: Renumber
1783499626.099770 yylex_token: end at WS
1783499626.099777 yylex_token: N
1783499626.099780 yylex_token: end at WS
1783499626.099781 yylex_token: move-window
1783499626.099783 yylex_token: end at }
1783499626.099784 yylex_token: -r
1783499626.099786 yylex_token: end at WS
1783499626.099787 yylex_token: Rename
1783499626.099789 yylex_token: end at WS
1783499626.099790 yylex_token: n
1783499626.099792 yylex_token: end at WS
1783499626.099793 yylex_token: command-prompt
1783499626.099795 yylex_token: end at WS
1783499626.099796 yylex_token: -I
1783499626.099798 yylex_token: end at WS
1783499626.099799 yylex_token: #S
1783499626.099801 yylex_token: end at WS
1783499626.099802 yylex_token: rename-session
1783499626.099804 yylex_token: end at WS
1783499626.099805 yylex_token: --
1783499626.099806 yylex_token: end at }
1783499626.099808 yylex_token: %%
1783499626.099810 yylex_token: end at WS
1783499626.099811 yylex_token: 
1783499626.099813 yylex_token: end at WS
1783499626.099814 yylex_token: New Session
1783499626.099815 yylex_token: end at WS
1783499626.099817 yylex_token: s
1783499626.099819 yylex_token: end at }
1783499626.099820 yylex_token: new-session
1783499626.099822 yylex_token: end at WS
1783499626.099823 yylex_token: New Window
1783499626.099825 yylex_token: end at WS
1783499626.099826 yylex_token: w
1783499626.099828 yylex_token: end at }
1783499626.099829 yylex_token: new-window
1783499626.099833 cmd_parse_build_commands 0:0: bind
1783499626.099835 cmd_parse_build_commands 0:1: -n
1783499626.099837 cmd_parse_build_commands 0:2: M-MouseDown3StatusLeft
1783499626.099839 cmd_parse_build_commands 0:3 0:0: display-menu
1783499626.099841 cmd_parse_build_commands 0:3 0:1: -t=
1783499626.099843 cmd_parse_build_commands 0:3 0:2: -xM
1783499626.099844 cmd_parse_build_commands 0:3 0:3: -yW
1783499626.099846 cmd_parse_build_commands 0:3 0:4: -T
1783499626.099848 cmd_parse_build_commands 0:3 0:5: #[align=centre]#{session_name}
1783499626.099850 cmd_parse_build_commands 0:3 0:6: Next
1783499626.099852 cmd_parse_build_commands 0:3 0:7: n
1783499626.099854 cmd_parse_build_commands 0:3 0:8 0:0: switch-client
1783499626.099856 cmd_parse_build_commands 0:3 0:8 0:1: -n
1783499626.099858 cmd_parse_build_commands 0:3 0:9: Previous
1783499626.099859 cmd_parse_build_commands 0:3 0:10: p
1783499626.099861 cmd_parse_build_commands 0:3 0:11 0:0: switch-client
1783499626.099863 cmd_parse_build_commands 0:3 0:11 0:1: -p
1783499626.099865 cmd_parse_build_commands 0:3 0:12: 
1783499626.099867 cmd_parse_build_commands 0:3 0:13: Renumber
1783499626.099869 cmd_parse_build_commands 0:3 0:14: N
1783499626.099871 cmd_parse_build_commands 0:3 0:15 0:0: move-window
1783499626.099873 cmd_parse_build_commands 0:3 0:15 0:1: -r
1783499626.099874 cmd_parse_build_commands 0:3 0:16: Rename
1783499626.099876 cmd_parse_build_commands 0:3 0:17: n
1783499626.099878 cmd_parse_build_commands 0:3 0:18 0:0: command-prompt
1783499626.099880 cmd_parse_build_commands 0:3 0:18 0:1: -I
1783499626.099882 cmd_parse_build_commands 0:3 0:18 0:2: #S
1783499626.099884 cmd_parse_build_commands 0:3 0:18 0:3 0:0: rename-session
1783499626.099886 cmd_parse_build_commands 0:3 0:18 0:3 0:1: --
1783499626.099887 cmd_parse_build_commands 0:3 0:18 0:3 0:2: %%
1783499626.099889 cmd_parse_build_commands 0:3 0:19: 
1783499626.099891 cmd_parse_build_commands 0:3 0:20: New Session
1783499626.099893 cmd_parse_build_commands 0:3 0:21: s
